,Seed,Technique,Feature,Percentage,R2,RMSE
97,32,NN2,Temp,5,0.9662708917309135,0.15419458394198932
98,32,NN2,UR,5,0.9409153917108894,0.23649255133304659
99,33,NN2,Pres,5,0.98576409627737,0.1097596280588767
100,33,NN2,Temp,5,0.9495580949111353,0.18414030533827963
101,33,NN2,UR,5,0.9520576030217132,0.21174847622465912
102,34,NN2,Pres,5,0.9964916255196182,0.06116839380463131
103,34,NN2,Temp,5,0.9640067878728166,0.16932210454432986
104,34,NN2,UR,5,0.9538585960346195,0.20392846958048147
105,35,NN2,Pres,5,0.9961739083872478,0.06372368431436372
106,35,NN2,Temp,5,0.970854935842279,0.1420093777202736
107,35,NN2,UR,5,0.9573199896717264,0.19967735231294703
108,36,NN2,Pres,5,0.9957572298021514,0.0663956835930122
109,36,NN2,Temp,5,0.9789355977966174,0.12335987564903403
110,36,NN2,UR,5,0.9045513990653199,0.28236509726745246
111,37,NN2,Pres,5,0.9946671963929854,0.07150470501997465
112,37,NN2,Temp,5,0.9458839441871596,0.19752722216280988
113,37,NN2,UR,5,0.9250999435133298,0.2567478208810228
114,38,NN2,Pres,5,0.9964916255196182,0.06116839380463131
115,38,NN2,Temp,5,0.9799540373828414,0.1351019808701293
116,38,NN2,UR,5,0.9022609118937244,0.28736000867359796
117,39,NN2,Pres,5,0.9941733739982074,0.07247520937135332
118,39,NN2,Temp,5,0.9536823172125325,0.17626195594750907
119,39,NN2,UR,5,0.9431110506650773,0.22395549990335686
120,40,NN2,Pres,5,0.9925762396668056,0.07527572330932433
121,40,NN2,Temp,5,0.9654501475890261,0.14104095486937157
122,40,NN2,UR,5,0.9317902455001267,0.2530734546286457
123,41,NN2,Pres,5,0.9944210253535478,0.07088169013504587
124,41,NN2,Temp,5,0.9704202828718924,0.16421613195251608
125,41,NN2,UR,5,0.9260190481801813,0.2558974188323299
126,42,NN2,Pres,5,0.9916114344560636,0.09015132452281475
127,42,NN2,Temp,5,0.9742396376745673,0.13530670242044357
128,42,NN2,UR,5,0.9414902195582031,0.22470538749528318
129,43,NN2,Pres,5,0.9957632655201177,0.06470732213495548
130,43,NN2,Temp,5,0.9657516040306442,0.15794582000296664
131,43,NN2,UR,5,0.9405211680211405,0.2205405133740536
