,Technique,Percentage,ExecTime,AllocMemory
256,NN1-train,25,15.610501050949097,3903.4375
257,NN1-test,25,20.299530744552612,139.4365234375
258,NN1-train,25,17.399047374725342,3904.54296875
259,NN1-test,25,20.259055376052856,139.4365234375
260,NN1-train,25,15.763046741485596,3903.48828125
261,NN1-test,25,20.4487783908844,139.4365234375
262,NN1-train,25,17.576536178588867,3903.90234375
263,NN1-test,25,20.75597071647644,139.4365234375
264,NN1-train,25,18.222919702529907,3903.9765625
265,NN1-test,25,20.472751140594482,139.4365234375
266,NN1-train,25,17.512718200683594,3903.90234375
267,NN1-test,25,20.435187339782715,139.4365234375
268,NN1-train,25,15.038004875183105,3906.72265625
269,NN1-test,25,20.505034685134888,139.4365234375
270,NN1-train,25,14.389145851135254,3903.18359375
271,NN1-test,25,20.620465517044067,141.2412109375
272,NN1-train,25,19.124627113342285,3904.1328125
273,NN1-test,25,20.527572631835938,139.4365234375
274,NN1-train,25,18.49021601676941,3904.03125
275,NN1-test,25,20.498236417770386,139.4365234375
276,NN1-train,25,16.413436889648438,3905.36328125
277,NN1-test,25,20.566179037094116,139.4365234375
278,NN1-train,25,17.548409700393677,3903.92578125
279,NN1-test,25,20.44686508178711,139.4365234375
280,NN1-train,25,17.256011724472046,3903.83984375
281,NN1-test,25,20.48698878288269,139.4365234375
282,NN1-train,25,16.317139863967896,3904.03515625
283,NN1-test,25,20.40819239616394,139.4365234375
284,NN1-train,25,15.664576292037964,3903.51171875
285,NN1-test,25,20.497214317321777,139.4365234375
286,NN1-train,25,15.26585054397583,3907.28515625
287,NN1-test,25,20.50578999519348,139.4365234375
288,NN1-train,25,15.50120735168457,3903.48046875
289,NN1-test,25,20.537370681762695,139.4365234375
290,NN1-train,25,17.759449005126953,3903.94140625
291,NN1-test,25,20.41943883895874,139.4365234375
292,NN1-train,25,16.289113759994507,3903.5234375
293,NN1-test,25,20.675686359405518,139.4365234375
294,NN1-train,25,16.908380031585693,3903.6484375
295,NN1-test,25,20.438855171203613,139.4365234375
296,NN1-train,25,16.936333179473877,3903.81640625
297,NN1-test,25,20.678584098815918,139.4365234375
298,NN1-train,25,16.061983108520508,3903.57421875
299,NN1-test,25,20.859657049179077,139.4365234375
300,NN1-train,50,6.752564191818237,3909.33203125
301,NN1-test,50,61.46701240539551,139.4365234375
302,NN1-train,50,5.549264192581177,3905.703125
303,NN1-test,50,61.340649366378784,139.4365234375
304,NN1-train,50,5.917220115661621,3905.94921875
305,NN1-test,50,61.465270042419434,139.4365234375
306,NN1-train,50,6.838865041732788,3907.09375
307,NN1-test,50,61.575536489486694,139.4365234375
308,NN1-train,50,5.954463243484497,3909.5078125
