,Technique,Percentage,ExecTime,AllocMemory
0,NN2-train,5,31.65724778175354,4344.17578125
1,NN2-test,5,2.4711265563964844,162.3623046875
2,NN2-train,5,25.642387628555298,4187.64453125
3,NN2-test,5,2.4800562858581543,139.498046875
4,NN2-train,5,26.8737051486969,4185.74609375
5,NN2-test,5,2.487987995147705,139.529296875
6,NN2-train,5,26.916053533554077,4187.60546875
7,NN2-test,5,2.4793953895568848,139.466796875
8,NN2-train,5,25.610621213912964,4187.01953125
9,NN2-test,5,2.470851182937622,139.466796875
10,NN2-train,5,26.564394235610962,4186.59765625
11,NN2-test,5,2.487449884414673,139.564453125
12,NN2-train,5,31.293561935424805,4187.86328125
13,NN2-test,5,2.462672233581543,139.501953125
14,NN2-train,5,26.365079164505005,4185.78515625
15,NN2-test,5,2.4774858951568604,139.466796875
16,NN2-train,5,35.342660427093506,4187.8203125
17,NN2-test,5,2.483673572540283,139.603515625
18,NN2-train,5,25.090555667877197,4191.28515625
19,NN2-test,5,2.4819066524505615,139.466796875
20,NN2-train,5,30.68315100669861,4186.10546875
21,NN2-test,5,2.4826722145080566,139.466796875
22,NN2-train,5,29.443392038345337,4186.68359375
23,NN2-test,5,2.476487636566162,139.646484375
24,NN2-train,5,30.32289457321167,4187.09765625
25,NN2-test,5,2.4675896167755127,139.466796875
26,NN2-train,5,28.278425931930542,4188.74609375
27,NN2-test,5,2.478660821914673,139.466796875
28,NN2-train,5,27.345810651779175,4185.93359375
29,NN2-test,5,2.498121976852417,139.466796875
30,NN2-train,5,32.61695146560669,4186.30078125
31,NN2-test,5,2.501272439956665,139.693359375
32,NN2-train,5,30.069554328918457,4186.20703125
33,NN2-test,5,2.4993932247161865,139.466796875
34,NN2-train,5,27.802661657333374,4187.04296875
35,NN2-test,5,2.508553981781006,139.466796875
36,NN2-train,5,25.58402729034424,4187.08203125
37,NN2-test,5,2.4932305812835693,139.466796875
38,NN2-train,5,33.04673790931702,4187.45703125
39,NN2-test,5,2.4886085987091064,139.748046875
40,NN2-train,5,29.121721267700195,4186.05078125
41,NN2-test,5,2.4943904876708984,139.466796875
42,NN2-train,5,30.01707696914673,4187.65234375
43,NN2-test,5,2.476106882095337,139.466796875
