,Technique,Percentage,ExecTime,AllocMemory
0,Average3v,5,1.3852567672729492,173.251953125
1,Average3v,5,1.3554701805114746,141.091796875
2,Average3v,5,1.3639576435089111,140.689453125
3,Average3v,5,1.3665516376495361,140.369140625
4,Average3v,5,1.3709452152252197,140.455078125
5,Average3v,5,1.3719735145568848,140.552734375
6,Average3v,5,1.3641514778137207,140.455078125
7,Average3v,5,1.3545434474945068,140.455078125
8,Average3v,5,1.3697879314422607,140.591796875
9,Average3v,5,1.3644933700561523,140.455078125
10,Average3v,5,1.3643367290496826,140.455078125
11,Average3v,5,1.3685088157653809,140.634765625
12,Average3v,5,1.3590803146362305,140.455078125
13,Average3v,5,1.3547542095184326,140.455078125
14,Average3v,5,1.3653745651245117,140.455078125
15,Average3v,5,1.3633239269256592,140.681640625
16,Average3v,5,1.3680853843688965,140.455078125
17,Average3v,5,1.361541509628296,139.330078125
18,Average3v,5,1.3537869453430176,139.330078125
19,Average3v,5,1.3653597831726074,139.611328125
20,Average3v,5,1.3759269714355469,139.330078125
21,Average3v,5,1.3671941757202148,139.330078125
22,Average3v,5,1.3767900466918945,139.330078125
23,Average3v,5,1.3659899234771729,139.330078125
24,Average3v,5,1.371922492980957,139.673828125
25,Average3v,5,1.371488332748413,139.330078125
26,Average3v,5,1.3657665252685547,139.330078125
27,Average3v,5,1.3800835609436035,139.330078125
28,Average3v,5,1.3704643249511719,139.330078125
29,Average3v,5,1.3711121082305908,139.744140625
30,Average3v,5,1.3695251941680908,139.330078125
31,Average3v,5,1.3684113025665283,139.330078125
32,Average3v,5,1.3783442974090576,139.330078125
33,Average3v,5,1.3700590133666992,139.330078125
34,Average3v,5,1.3731207847595215,139.330078125
35,Average3v,5,1.3685657978057861,139.822265625
36,Average3v,5,1.3740227222442627,139.330078125
37,Average3v,5,1.3611104488372803,139.330078125
38,Average3v,5,1.377126932144165,139.330078125
39,Average3v,5,1.3750195503234863,139.330078125
40,Average3v,5,1.3704116344451904,139.330078125
41,Average3v,5,1.367802619934082,139.330078125
42,Average3v,5,1.35994291305542,139.908203125
43,Average3v,5,1.364164113998413,139.330078125
44,Average3v,5,1.3746662139892578,139.330078125
45,Average3v,5,1.3666801452636719,139.330078125
46,Average3v,5,1.363800048828125,139.330078125
47,Average3v,5,1.3647875785827637,139.330078125
48,Average3v,5,1.3694326877593994,139.330078125
49,Average3v,5,1.365664005279541,140.005859375
50,Average3v,10,3.4239940643310547,145.2373046875
51,Average3v,10,3.4331257343292236,139.294921875
52,Average3v,10,3.433309555053711,139.294921875
53,Average3v,10,3.43565034866333,139.294921875
54,Average3v,10,3.4373557567596436,139.294921875
55,Average3v,10,3.4634034633636475,139.298828125
56,Average3v,10,3.4298760890960693,139.298828125
57,Average3v,10,3.423434257507324,140.083984375
58,Average3v,10,3.4387521743774414,139.298828125
59,Average3v,10,3.4705116748809814,139.298828125
60,Average3v,10,3.4455769062042236,139.298828125
61,Average3v,10,3.4503865242004395,139.298828125
62,Average3v,10,3.442507266998291,139.298828125
63,Average3v,10,3.4547109603881836,139.298828125
64,Average3v,10,3.445720911026001,139.298828125
65,Average3v,10,3.441195249557495,139.298828125
66,Average3v,10,3.4363298416137695,139.298828125
