,Seed,Technique,Feature,Percentage,R2,RMSE
261,37,Average4v,Pres,10,0.9383443878233011,0.24475714255438055
262,37,Average4v,Temp,10,0.861262689715137,0.327021407751849
263,37,Average4v,UR,10,0.7759946634888888,0.4445596579386862
264,38,Average4v,Pres,10,0.9432883274454992,0.2317158636883587
265,38,Average4v,Temp,10,0.8576956617240163,0.33854582827200125
266,38,Average4v,UR,10,0.7784620916110291,0.44934886815604447
267,39,Average4v,Pres,10,0.9336689473774067,0.24611295221185384
268,39,Average4v,Temp,10,0.8638468355096199,0.3172122179763288
269,39,Average4v,UR,10,0.7906516114101378,0.43857626425387
270,40,Average4v,Pres,10,0.9357173777754325,0.2375066102676167
271,40,Average4v,Temp,10,0.8580052993649205,0.32358030570066265
272,40,Average4v,UR,10,0.7983266791546064,0.4298708221733416
273,41,Average4v,Pres,10,0.9304466752288019,0.2529266041243661
274,41,Average4v,Temp,10,0.8650207916903078,0.32563790258115693
275,41,Average4v,UR,10,0.7890825631830033,0.43727145980386073
276,42,Average4v,Pres,10,0.9401151460540861,0.24143787133435093
277,42,Average4v,Temp,10,0.8653550385008636,0.32319082048268466
278,42,Average4v,UR,10,0.7761286246485088,0.43822689928230474
279,43,Average4v,Pres,10,0.9405338758973391,0.23882799826888595
280,43,Average4v,Temp,10,0.8680296664490454,0.32232485662120763
281,43,Average4v,UR,10,0.7757316449832643,0.44751420651502577
282,44,Average4v,Pres,10,0.9393194266944594,0.23548013126626433
283,44,Average4v,Temp,10,0.8650207916903078,0.32563790258115693
284,44,Average4v,UR,10,0.7883594246297124,0.4504163695625209
285,45,Average4v,Pres,10,0.9297664052418347,0.2394719130325713
286,45,Average4v,Temp,10,0.8759104503583585,0.3222386304319808
287,45,Average4v,UR,10,0.8177118805095183,0.4125289969723983
288,46,Average4v,Pres,10,0.9438707166487473,0.24071073176642158
289,46,Average4v,Temp,10,0.8797270503688814,0.3141981489004691
290,46,Average4v,UR,10,0.785449622774909,0.4361342010158496
291,47,Average4v,Pres,10,0.9322038680416493,0.24200033889904293
292,47,Average4v,Temp,10,0.8542262080403153,0.32380924158968105
