,Technique,Percentage,ExecTime,AllocMemory
0,LastValue,5,1.1460552215576172,172.8798828125
1,LastValue,5,1.1329929828643799,141.091796875
2,LastValue,5,1.1494739055633545,140.689453125
3,LastValue,5,1.138059139251709,140.455078125
4,LastValue,5,1.1370646953582764,140.455078125
5,LastValue,5,1.1488213539123535,140.552734375
6,LastValue,5,1.13858962059021,140.455078125
7,LastValue,5,1.1404039859771729,140.455078125
8,LastValue,5,1.1404821872711182,140.591796875
9,LastValue,5,1.1416740417480469,140.455078125
10,LastValue,5,1.1407206058502197,140.455078125
11,LastValue,5,1.1437726020812988,140.634765625
12,LastValue,5,1.14306640625,140.455078125
13,LastValue,5,1.1383025646209717,140.455078125
14,LastValue,5,1.146181344985962,140.455078125
15,LastValue,5,1.13624906539917,140.681640625
16,LastValue,5,1.1407299041748047,140.455078125
17,LastValue,5,1.1450026035308838,139.330078125
18,LastValue,5,1.146610975265503,139.330078125
19,LastValue,5,1.1452052593231201,139.611328125
20,LastValue,5,1.1375281810760498,139.330078125
21,LastValue,5,1.138026475906372,139.330078125
22,LastValue,5,1.1374268531799316,139.330078125
23,LastValue,5,1.1387693881988525,139.330078125
24,LastValue,5,1.141150712966919,139.673828125
25,LastValue,5,1.1367247104644775,139.330078125
26,LastValue,5,1.1420140266418457,139.330078125
27,LastValue,5,1.1392822265625,139.330078125
28,LastValue,5,1.1327040195465088,139.330078125
29,LastValue,5,1.1354854106903076,139.744140625
30,LastValue,5,1.1368179321289062,139.330078125
31,LastValue,5,1.139721393585205,139.330078125
32,LastValue,5,1.1353394985198975,139.330078125
33,LastValue,5,1.1403887271881104,139.330078125
34,LastValue,5,1.1391034126281738,139.330078125
35,LastValue,5,1.1425206661224365,139.822265625
36,LastValue,5,1.1423966884613037,139.330078125
37,LastValue,5,1.1410465240478516,139.330078125
38,LastValue,5,1.1412596702575684,139.330078125
39,LastValue,5,1.13993501663208,139.330078125
40,LastValue,5,1.1427257061004639,139.330078125
41,LastValue,5,1.1413648128509521,139.330078125
42,LastValue,5,1.1454999446868896,139.908203125
43,LastValue,5,1.1425848007202148,139.330078125
44,LastValue,5,1.139491319656372,139.330078125
45,LastValue,5,1.139944076538086,139.330078125
46,LastValue,5,1.1443772315979004,139.330078125
47,LastValue,5,1.1427216529846191,139.330078125
48,LastValue,5,1.140411376953125,139.333984375
49,LastValue,5,1.1397008895874023,140.009765625
50,LastValue,10,2.9404642581939697,145.2412109375
51,LastValue,10,2.9509096145629883,139.298828125
52,LastValue,10,2.9405312538146973,139.298828125
53,LastValue,10,2.9523544311523438,139.298828125
54,LastValue,10,2.955239772796631,139.298828125
55,LastValue,10,2.943485736846924,139.298828125
56,LastValue,10,2.961827278137207,139.298828125
57,LastValue,10,2.9331350326538086,140.083984375
58,LastValue,10,2.942098617553711,139.298828125
59,LastValue,10,2.9403905868530273,139.298828125
60,LastValue,10,2.9454147815704346,139.298828125
61,LastValue,10,2.976377487182617,139.298828125
62,LastValue,10,2.954007148742676,139.298828125
63,LastValue,10,2.9293930530548096,139.298828125
64,LastValue,10,2.9251513481140137,139.298828125
65,LastValue,10,2.9552929401397705,139.298828125
66,LastValue,10,2.927069902420044,139.298828125
67,LastValue,10,2.9419472217559814,140.208984375
68,LastValue,10,2.9567759037017822,139.298828125
69,LastValue,10,2.936577081680298,139.298828125
70,LastValue,10,2.9312641620635986,139.298828125
71,LastValue,10,2.9489376544952393,139.298828125
72,LastValue,10,2.930175542831421,139.298828125
73,LastValue,10,2.9532854557037354,139.298828125
74,LastValue,10,2.9381790161132812,139.298828125
75,LastValue,10,2.949556589126587,139.298828125
76,LastValue,10,2.9467854499816895,139.298828125
77,LastValue,10,2.9468212127685547,140.349609375
78,LastValue,10,2.9732959270477295,139.298828125
79,LastValue,10,2.945030689239502,139.298828125
80,LastValue,10,2.9532015323638916,139.298828125
81,LastValue,10,2.960430145263672,139.298828125
82,LastValue,10,2.959150791168213,139.298828125
83,LastValue,10,2.9651856422424316,139.298828125
84,LastValue,10,2.938258171081543,139.298828125
85,LastValue,10,2.9630541801452637,139.298828125
86,LastValue,10,2.934717893600464,139.298828125
87,LastValue,10,2.956587314605713,139.298828125
88,LastValue,10,2.948843479156494,139.298828125
89,LastValue,10,2.955470085144043,140.505859375
90,LastValue,10,2.9455032348632812,139.298828125
91,LastValue,10,2.9579997062683105,139.298828125
92,LastValue,10,2.9468672275543213,139.298828125
93,LastValue,10,2.955618143081665,139.298828125
94,LastValue,10,2.9416329860687256,139.298828125
95,LastValue,10,2.9598586559295654,139.298828125
96,LastValue,10,2.9481122493743896,139.298828125
97,LastValue,10,2.9527063369750977,139.298828125
98,LastValue,10,2.9543488025665283,139.298828125
99,LastValue,10,2.9571852684020996,139.298828125
100,LastValue,25,12.544167280197144,139.298828125
101,LastValue,25,12.659327030181885,139.298828125
102,LastValue,25,12.636638402938843,139.298828125
103,LastValue,25,12.660120248794556,140.681640625
104,LastValue,25,12.610848426818848,139.298828125
105,LastValue,25,12.714527606964111,139.298828125
106,LastValue,25,12.591875553131104,139.298828125
107,LastValue,25,12.591628789901733,139.298828125
